VIC,226,McEwen,NP,The Nationals,28391,ANDERSON,James,N,N
,
QLD,163,Griffith,GRN,The Greens,29369,ANDERSON,Karen,N,N
,
SA,191,Wakefield,CDP,Christian Democratic Party (Fred Nile Group),29137,ANDERSON,Ralph,N,N
,
QLD,160,Fairfax,ALP,Australian Labor Party,29021,ANDERSON,Scott,N,N
,
VIC,226,McEwen,CYA,Australian Country Party,28542,ANDREW,Tracey,N,N
,
NSW,106,Berowra,ALP,Labor,28927,ANDREWS,Josh,N,N
,
QLD,171,McPherson,LNP,Liberal National Party of Queensland,28043,ANDREWS,Karen,Y,Y
,
VIC,229,Menzies,LP,Liberal,29161,ANDREWS,Kevin,Y,Y
,
NSW,125,Hume,BTA,Bullet Train For Australia,28944,ANTHONEY,Trevor,N,N
,
